id,programma,subprogramma,entiteit,project,deelproject,locatie,budget2025,budget2026,budget2027,budget_total,investment_years,start_year,municipality_codes,municipality_names
gip-0119,Asset Management,Patrimonium,De Lijn,Investeringen in het kader van datasecurity en NIS2,Investeringen in het kader van datasecurity en NIS2,Vlaanderen,0.0,6282492.0,0.0,6282492.0,2026,2026,,
gip-0120,Asset Management,Patrimonium,De Lijn,Laadinfrastructuur personenwagens,Laadinfrastructuur personenwagens,Vlaanderen,0.0,700000.0,0.0,700000.0,2026,2026,,
gip-0121,Asset Management,Patrimonium,De Lijn,Leveren & plaatsen nood-oplaadpunten fietsen,Leveren & plaatsen nood-oplaadpunten fietsen,Vlaanderen,0.0,225000.0,0.0,225000.0,2026,2026,,
gip-0122,Asset Management,Patrimonium,De Lijn,Milieu Transformatie - Waterstudies,Milieu Transformatie - Waterstudies,Gentbrugge,0.0,500000.0,0.0,500000.0,2026,2026,,
gip-0123,Asset Management,Patrimonium,De Lijn,Nieuwe stel- en werkplaatsen trams en bussen Wissenhage,Nieuwe stel- en werkplaatsen trams en bussen Wissenhage - Bouwen stelplaats en aansluiting Blaisantvest,Gent,0.0,155000.0,0.0,155000.0,2026,2026,44021,Gent
gip-0124,Asset Management,Patrimonium,De Lijn,Nieuwe stelplaats luchthaven Deurne,Nieuwe stelplaats luchthaven Deurne,Deurne,0.0,9000.0,0.0,9000.0,2026,2026,11002,Antwerpen
gip-0125,Asset Management,Patrimonium,De Lijn,Onderhoudscentra Antwerpen PAL dakwerkstand,Onderhoudscentra Antwerpen PAL dakwerkstand,Antwerpen,0.0,500000.0,0.0,500000.0,2026,2026,11002,Antwerpen
gip-0126,Asset Management,Patrimonium,De Lijn,Onderhoudscentra Antwerpen PAL wielendraaibank,Onderhoudscentra Antwerpen PAL wielendraaibank,Antwerpen,0.0,1400000.0,0.0,1400000.0,2026,2026,11002,Antwerpen
gip-0127,Asset Management,Patrimonium,De Lijn,Ontmoetingsplaats Antwerpen (INFÍNITI),Ontmoetingsplaats Antwerpen (INFÍNITI),Antwerpen,0.0,2200000.0,0.0,2200000.0,2026,2026,11002,Antwerpen
gip-0128,Asset Management,Patrimonium,De Lijn,Overdracht De Werkvennootschap,Overdracht De Werkvennootschap,Vlaanderen,0.0,1575000.0,0.0,1575000.0,2026,2026,,
gip-0129,Asset Management,Patrimonium,De Lijn,Stelplaats Antwerpen - Deurne Tram-uitbreiding,Stelplaats Antwerpen - Deurne Tram-uitbreiding,Antwerpen,0.0,115000.0,0.0,115000.0,2026,2026,11002,Antwerpen
gip-0130,Asset Management,Patrimonium,De Lijn,Stelplaats Antwerpen - Mechelen,Stelplaats Antwerpen - Mechelen,Mechelen,0.0,75000.0,0.0,75000.0,2026,2026,12025,Mechelen
gip-0131,Asset Management,Patrimonium,De Lijn,Stelplaats Brabantnet Diegem,Stelplaats Brabantnet Diegem - bouwkost,Diegem,0.0,90000.0,0.0,90000.0,2026,2026,23047,Machelen
gip-0132,Asset Management,Patrimonium,De Lijn,Stelplaats Het Rad,Stelplaats Het Rad,Anderlecht,0.0,75000.0,0.0,75000.0,2026,2026,21001,Anderlecht
gip-0133,Asset Management,Patrimonium,De Lijn,Stelplaats Oostende,Stelplaats Oostende - aankoop grond,Oostende,0.0,100000.0,0.0,100000.0,2026,2026,35013,Oostende
gip-0134,Asset Management,Patrimonium,De Lijn,Stelplaatsaanleg Antwerpen - OC Rumst,Nieuwe stelplaats Rumst - fase 2 - onderhoudscentrum,Rumst,0.0,9000.0,0.0,9000.0,2026,2026,11037,Rumst
gip-0135,Asset Management,Patrimonium,De Lijn,Stelplaatsaanleg Antwerpen - Rumst,Nieuwe stelplaats Rumst,Rumst,0.0,75000.0,0.0,75000.0,2026,2026,11037,Rumst
gip-0136,Asset Management,Patrimonium,De Lijn,Stelplaatsaanleg Asse,Stelplaatsaanleg Asse,Asse,0.0,75000.0,0.0,75000.0,2026,2026,23002,Asse
gip-0137,Asset Management,Patrimonium,De Lijn,Stelplaatsaanleg Oost-Vlaanderen - Aalst/Hofstade,Stelplaatsaanleg Oost-Vlaanderen - Aalst/Hofstade - grond,Aalst,0.0,5800000.0,0.0,5800000.0,2026,2026,41002,Aalst
gip-0138,Asset Management,Patrimonium,De Lijn,Stelplaatsvernieuwing - Vernieuwen HVAC en GBS,Stelplaatsvernieuwing - Vernieuwen HVAC en GBS,Vlaanderen,0.0,3045000.0,0.0,3045000.0,2026,2026,,
gip-0139,Asset Management,Patrimonium,De Lijn,Stelplaatsvernieuwing - Vernieuwen Was- en bio-installaties,Stelplaatsvernieuwing -Vernieuwen Was- en bio-installaties,Vlaanderen,0.0,450000.0,0.0,450000.0,2026,2026,,
gip-0140,Asset Management,Patrimonium,De Lijn,Stelplaatsvernieuwing Gentbrugge - Vernieuwen Chillers,Stelplaatsvernieuwing Gentbrugge - Vernieuwen Chillers,Gentbrugge,0.0,115000.0,0.0,115000.0,2026,2026,,
gip-0141,Asset Management,Patrimonium,De Lijn,Stelplaatsvernieuwing Gentbrugge - Vernieuwing Dispatch,Stelplaatsvernieuwing Gentbrugge - Vernieuwing Dispatch,Gentbrugge,0.0,850000.0,0.0,850000.0,2026,2026,,
gip-0142,Asset Management,Patrimonium,De Lijn,Stelplaatsvernieuwing Kortrijk,Stelplaatsvernieuwing Kortrijk,Kortrijk,0.0,1400000.0,0.0,1400000.0,2026,2026,34022,Kortrijk
gip-0143,Asset Management,Patrimonium,De Lijn,Stelplaatsvernieuwing Lanaken - chauffeurslokaal,Stelplaatsvernieuwing Lanaken - chauffeurslokaal,Lanaken,0.0,700000.0,0.0,700000.0,2026,2026,73042,Lanaken
gip-0144,Asset Management,Patrimonium,De Lijn,Vervanging Dienstvoertuigen LEZ,Vervanging zware dienstvoertuigen,Vlaanderen,0.0,1830000.0,0.0,1830000.0,2026,2026,,
gip-0145,Asset Management,Patrimonium,De Vlaamse Waterweg,Bodemsaneringswerken Boom Hoek,Bodemsaneringswerken Boom Hoek,Boom,0.0,1168000.0,0.0,1168000.0,2026,2026,11005,Boom
gip-0146,Asset Management,Patrimonium,De Vlaamse Waterweg,Bodemsaneringswerken Bos van Aa te Zemst,Bodemsaneringswerken Bos van Aa te Zemst,Zemst,0.0,125000.0,0.0,125000.0,2026,2026,23096,Zemst
gip-0147,Asset Management,Patrimonium,De Vlaamse Waterweg,Bodemsaneringswerken kleiputten Terhage,Bodemsaneringswerken kleiputten Terhage,Terhagen,0.0,249000.0,0.0,249000.0,2026,2026,,
gip-0148,Asset Management,Patrimonium,De Vlaamse Waterweg,Bodemsaneringswerken van terreinen in beheer bij de Vlaamse Waterweg nv,Bodemsaneringswerken van terreinen in beheer bij de Vlaamse Waterweg nv,Vlaanderen,0.0,315000.0,0.0,315000.0,2026,2026,,
gip-0149,Asset Management,Patrimonium,De Vlaamse Waterweg,Opmaak Oriënterend bodemonderzoek (OBO) en Beschrijvend bodemonderzoek (BBO): bodemonderzoek risicopercelen overdracht gronden aan DVW i.k.v. de fusie,Opmaak OBO en BBO: bodemonderzoek risicopercelen overdracht gronden aan DVW i.k.v. de fusie,Vlaanderen,0.0,1992300.0,0.0,1992300.0,2026,2026,,
gip-0150,Asset Management,Patrimonium,De Vlaamse Waterweg,Optimalisatieprojecten,Optimalisatieprojecten,Vlaanderen,0.0,1985000.0,0.0,1985000.0,2026,2026,,
gip-0151,Asset Management,Patrimonium,De Vlaamse Waterweg,Revisie mechanische onderdelen stuwen Asper en Oudenaarde,Revisie mechanische onderdelen stuwen Asper en Oudenaarde,"Gavere, Oudenaarde",0.0,880000.0,0.0,880000.0,2026,2026,44020;45035,Gavere;Oudenaarde
gip-0152,Asset Management,Patrimonium,De Vlaamse Waterweg,Strategisch vastgoedplan,Investeren in Energie-Efficiëntie Richtlijn & Klimaatplan,Vlaanderen,0.0,1205000.0,0.0,1205000.0,2026,2026,,
gip-0153,Asset Management,Patrimonium,De Vlaamse Waterweg,Strategisch vastgoedplan,structureel onderhoud gebouwen,Vlaanderen,0.0,1345000.0,0.0,1345000.0,2026,2026,,
gip-0154,Asset Management,Patrimonium,De Vlaamse Waterweg,Watersite,Watersite,Vilvoorde,0.0,650000.0,0.0,650000.0,2026,2026,23088,Vilvoorde
gip-0155,Asset Management,Patrimonium,Departement Mobiliteit en Openbare Werken,EAMS-vervanging iAsset,EAMS-vervanging iAsset,Vlaanderen,0.0,1110000.0,0.0,1110000.0,2026,2026,,
gip-0156,Asset Management,Sluizen,De Vlaamse Waterweg,"BS. Renovatie sluizen Asper, Oudenaarde en Kerkhove","BS. Renovatie sluizen Asper, Oudenaarde en Kerkhove - werken",Boven-Schelde,0.0,18500000.0,0.0,18500000.0,2026,2026,45035,Oudenaarde
gip-0157,Asset Management,Sluizen,De Vlaamse Waterweg,Mechanische aanpassing sluis Viersel,Mechanische aanpassing sluis Viersel,Viersel,0.0,415000.0,0.0,415000.0,2026,2026,,
gip-0158,Asset Management,Sluizen,De Vlaamse Waterweg,PPS sluizen Bovenschelde,PPS sluizen Bovenschelde - studie,Boven-Schelde,0.0,1700000.0,0.0,1700000.0,2026,2026,,
gip-0159,Asset Management,Sluizen,De Vlaamse Waterweg,Re-engineering kleine sluis Evergem,Re-engineering kleine sluis Evergem,Evergem,0.0,550000.0,0.0,550000.0,2026,2026,44019,Evergem
gip-0160,Asset Management,Sluizen,De Vlaamse Waterweg,Re-engineering pompstation en sluis Bossuit,Re-engineering pompstation en sluis Bossuit,Zwevegem,0.0,5970000.0,0.0,5970000.0,2026,2026,34042,Zwevegem
gip-0161,Asset Management,Sluizen,De Vlaamse Waterweg,Re-engineering sluis Denderbelle,Re-engineering sluis Denderbelle,Lebbeke,0.0,295000.0,0.0,295000.0,2026,2026,42011,Lebbeke
gip-0162,Asset Management,Sluizen,De Vlaamse Waterweg,Re-engineering sluis Dendermonde - kabeltrommels,Re-engineering sluis Dendermonde - kabeltrommels,Dendermonde,0.0,500000.0,0.0,500000.0,2026,2026,42006,Dendermonde
gip-0163,Asset Management,Sluizen,De Vlaamse Waterweg,Renovatie Dampoortsluis,Renovatie Dampoortsluis,Brugge,0.0,320000.0,0.0,320000.0,2026,2026,31005,Brugge
gip-0164,Asset Management,Sluizen,De Vlaamse Waterweg,Renovatie rails roldeuren sluis Wintam,Renovatie rails roldeuren sluis Wintam,Bornem,0.0,4305000.0,0.0,4305000.0,2026,2026,12007,Bornem
gip-0165,Asset Management,Sluizen,De Vlaamse Waterweg,Vervangen sluisdeuren sluizen Briegden en Neerharen,Vervangen sluisdeuren sluizen Briegden en Neerharen - regulier,Lanaken,0.0,1000000.0,0.0,1000000.0,2026,2026,73042,Lanaken
gip-0166,Asset Management,Sluizen,De Vlaamse Waterweg,Zeekanaal Brussel-Schelde: Renovatie sluisdeuren sluis Wintam,Renovatie sluisdeuren Wintam,Bornem,0.0,27000.0,0.0,27000.0,2026,2026,12007,Bornem
gip-0167,Asset Management,Sluizen,Departement Mobiliteit en Openbare Werken,Beschikbaarheidsvergoeding Kieldrechtsluis,Beschikbaarheidsvergoeding Kieldrechtsluis,Zeehaven van Antwerpen,0.0,18055025.0,0.0,18055025.0,2026,2026,11002,Antwerpen
gip-0168,Asset Management,Sluizen,Departement Mobiliteit en Openbare Werken,Instandhouding Berendrecht- en Zandvliet sluizencomplex,Instandhouding Berendrecht- en Zandvliet sluizencomplex,Zeehaven van Antwerpen,0.0,2200000.0,0.0,2200000.0,2026,2026,11002,Antwerpen
gip-0169,Asset Management,Sluizen,Departement Mobiliteit en Openbare Werken,Instandhouding Boudewijn- en Van Cauwelaert sluizencomplex,Instandhouding Boudewijn- en Van Cauwelaert sluizencomplex,Zeehaven van Antwerpen,0.0,3000000.0,0.0,3000000.0,2026,2026,11002,Antwerpen
gip-0170,Asset Management,Sluizen,Departement Mobiliteit en Openbare Werken,Instandhouding Kallosluis,Instandhouding Kallosluis,Zeehaven van Antwerpen,0.0,100000.0,0.0,100000.0,2026,2026,11002,Antwerpen
gip-0171,Asset Management,Sluizen,Departement Mobiliteit en Openbare Werken,Instandhouding Pierre Vandammesluis,Instandhouding Pierre Vandammesluis,Zeehaven van Zeebrugge,0.0,3000000.0,0.0,3000000.0,2026,2026,,
gip-0172,Asset Management,Sporen,De Lijn,Gent - Ledebergstraat-Eggermontstraat,Spoorvernieuwing Gent - Ledebergstraat-Eggermontstraat,Gent,0.0,6280000.0,0.0,6280000.0,2026,2026,44021,Gent
gip-0173,Asset Management,Sporen,De Lijn,Omgevingsvergunningen,Omgevingsvergunningen,Vlaanderen,0.0,105000.0,0.0,105000.0,2026,2026,,
gip-0174,Asset Management,Sporen,De Lijn,Spooraanleg Antwerpen - Wissels nationale bank,Spooraanleg Antwerpen - Wissels nationale bank,Antwerpen,0.0,78000.0,0.0,78000.0,2026,2026,11002,Antwerpen
gip-0175,Asset Management,Sporen,De Lijn,Spoorvernieuwing Antwerpen - Astridplein,Spoorvernieuwing Antwerpen - Astridplein,Antwerpen,0.0,10000.0,0.0,10000.0,2026,2026,11002,Antwerpen
gip-0176,Asset Management,Sporen,De Lijn,Spoorvernieuwing Antwerpen - Bochten,Spoorvernieuwing Antwerpen - Bochten,Antwerpen,0.0,1800000.0,0.0,1800000.0,2026,2026,11002,Antwerpen
gip-0177,Asset Management,Sporen,De Lijn,Spoorvernieuwing Antwerpen - Boekenberglei,Spoorvernieuwing Antwerpen - Boekenberglei,Antwerpen,0.0,11715096.0,0.0,11715096.0,2026,2026,11002,Antwerpen
gip-0178,Asset Management,Sporen,De Lijn,Spoorvernieuwing Antwerpen - Gitschotelei,Spoorvernieuwing Antwerpen - Gitschotelei,Antwerpen,0.0,4320000.0,0.0,4320000.0,2026,2026,11002,Antwerpen
gip-0179,Asset Management,Sporen,De Lijn,Spoorvernieuwing Antwerpen - Grotesteenweg Extra Muros/Mortsel,Spoorvernieuwing Antwerpen - Grotesteenweg Extra Muros/Mortsel,Antwerpen,0.0,10050000.0,0.0,10050000.0,2026,2026,11002,Antwerpen
gip-0180,Asset Management,Sporen,De Lijn,Spoorvernieuwing Antwerpen - Grotesteenweg Harmonie,Spoorvernieuwing Antwerpen - Grotesteenweg Harmonie,Antwerpen,0.0,45000.0,0.0,45000.0,2026,2026,11002,Antwerpen
gip-0181,Asset Management,Sporen,De Lijn,Spoorvernieuwing Antwerpen - Grotesteenweg Singel,Spoorvernieuwing Antwerpen - Grotesteenweg Singel,Antwerpen,0.0,410000.0,0.0,410000.0,2026,2026,11002,Antwerpen
gip-0182,Asset Management,Sporen,De Lijn,Spoorvernieuwing Antwerpen - Herentalsebaan II,Spoorvernieuwing Antwerpen - Herentalsebaan II,Antwerpen,0.0,400000.0,0.0,400000.0,2026,2026,11002,Antwerpen
gip-0183,Asset Management,Sporen,De Lijn,Spoorvernieuwing Antwerpen - Hoboken Antwerpsesteenweg,Spoorvernieuwing Antwerpen - Hoboken Antwerpsesteenweg,Antwerpen,0.0,125000.0,0.0,125000.0,2026,2026,11002,Antwerpen
gip-0184,Asset Management,Sporen,De Lijn,Spoorvernieuwing Antwerpen - Kolonel Silvertoplaan,Spoorvernieuwing Antwerpen - Kolonel Silvertoplaan,Antwerpen,0.0,2925000.0,0.0,2925000.0,2026,2026,11002,Antwerpen
gip-0185,Asset Management,Sporen,De Lijn,Spoorvernieuwing Antwerpen - Laksborslei,Spoorvernieuwing Antwerpen - Laksborslei,Antwerpen,0.0,5000.0,0.0,5000.0,2026,2026,11002,Antwerpen
gip-0186,Asset Management,Sporen,De Lijn,Spoorvernieuwing Antwerpen - Linkeroever-Blancefloerl Busbaan,Spoorvernieuwing Antwerpen - Linkeroever-Blancefloerl Busbaan,Antwerpen,0.0,820000.0,0.0,820000.0,2026,2026,11002,Antwerpen
gip-0187,Asset Management,Sporen,De Lijn,Spoorvernieuwing Antwerpen - Meirbrug,Spoorvernieuwing Antwerpen - Meirbrug,Antwerpen,0.0,12030000.0,0.0,12030000.0,2026,2026,11002,Antwerpen
gip-0188,Asset Management,Sporen,De Lijn,Spoorvernieuwing Antwerpen - Melkmarkt-Kipdorp-Koepoortstraat,Spoorvernieuwing Antwerpen - Melkmarkt-Kipdorp-Koepoortstraat,Antwerpen,0.0,445000.0,0.0,445000.0,2026,2026,11002,Antwerpen
gip-0189,Asset Management,Sporen,De Lijn,Spoorvernieuwing Antwerpen - P&R linkeroever,Spoorvernieuwing Antwerpen - P&R linkeroever,Antwerpen,0.0,3000.0,0.0,3000.0,2026,2026,11002,Antwerpen
gip-0190,Asset Management,Sporen,De Lijn,Spoorvernieuwing Antwerpen - Rolwagenstraat,Spoorvernieuwing Antwerpen - Rolwagenstraat,Antwerpen,0.0,10000.0,0.0,10000.0,2026,2026,11002,Antwerpen
gip-0191,Asset Management,Sporen,De Lijn,Spoorvernieuwing Antwerpen - Schijnpoort,Spoorvernieuwing Antwerpen - Schijnpoort,Antwerpen,0.0,130000.0,0.0,130000.0,2026,2026,11002,Antwerpen
gip-0192,Asset Management,Sporen,De Lijn,Spoorvernieuwing Antwerpen - Turnhoutsebaan,Spoorvernieuwing Antwerpen - Turnhoutsebaan,Antwerpen,0.0,10000.0,0.0,10000.0,2026,2026,11002,Antwerpen
gip-0193,Asset Management,Sporen,De Lijn,Spoorvernieuwing Antwerpen -Bochten Van de Wouwerstraat,Spoorvernieuwing Antwerpen -Bochten Van de Wouwerstraat,Antwerpen,0.0,70000.0,0.0,70000.0,2026,2026,11002,Antwerpen
gip-0194,Asset Management,Sporen,De Lijn,Spoorvernieuwing Antwerpen Borsbeekbrug,Spoorvernieuwing Antwerpen Borsbeekbrug,Antwerpen,0.0,110000.0,0.0,110000.0,2026,2026,11002,Antwerpen
gip-0195,Asset Management,Sporen,De Lijn,Spoorvernieuwing Antwerpen -Cogels-Osylei,Spoorvernieuwing Antwerpen -Cogels-Osylei,Antwerpen,0.0,12000.0,0.0,12000.0,2026,2026,11002,Antwerpen
gip-0196,Asset Management,Sporen,De Lijn,Spoorvernieuwing Antwerpen Cruyslei,Spoorvernieuwing Antwerpen Cruyslei,Antwerpen,0.0,22500.0,0.0,22500.0,2026,2026,11002,Antwerpen
gip-0197,Asset Management,Sporen,De Lijn,Spoorvernieuwing Gent - Bochten,Spoorvernieuwing Gent - Bochten,Gent,0.0,300000.0,0.0,300000.0,2026,2026,44021,Gent
gip-0198,Asset Management,Sporen,De Lijn,Spoorvernieuwing Gent - bochten en wissels - Kobra,Spoorvernieuwing Gent - bochten en wissels - Kobra,Gent,0.0,505000.0,0.0,505000.0,2026,2026,44021,Gent
gip-0199,Asset Management,Sporen,De Lijn,Spoorvernieuwing Gent - Lijn 1 Poperingestraat-Wondelgem,Spoorvernieuwing Gent - Lijn 1 Poperingestraat-Wondelgem,Gent,0.0,4650000.0,0.0,4650000.0,2026,2026,44021,Gent
gip-0200,Asset Management,Sporen,De Lijn,Spoorvernieuwing Gent - Petercelle-as,Spoorvernieuwing Gent - Petercelle-as,Gent,0.0,65000.0,0.0,65000.0,2026,2026,44021,Gent
gip-0201,Asset Management,Sporen,De Lijn,Spoorvernieuwing Gent - Vernieuwen beveiligingsautomaten in 4 tractiestations,Spoorvernieuwing Gent - Vernieuwen beveiligingsautomaten in 4 tractiestations,Gent,0.0,50000.0,0.0,50000.0,2026,2026,44021,Gent
gip-0202,Asset Management,Sporen,De Lijn,Spoorvernieuwing Gent Kolegemstraat - Brielken,Spoorvernieuwing Gent Kolegemstraat - Brielken,Gent,0.0,8120000.0,0.0,8120000.0,2026,2026,44021,Gent
gip-0203,Asset Management,Sporen,De Lijn,Spoorvernieuwing Gent Rabotstraat en hoofdbrug,Spoorvernieuwing Gent Rabotstraat en hoofdbrug,Gent,0.0,60000.0,0.0,60000.0,2026,2026,44021,Gent
gip-0204,Asset Management,Sporen,De Lijn,Spoorvernieuwing Gent UZ - Verplaatsen eindhalte,Spoorvernieuwing Gent UZ - Verplaatsen eindhalte,Gent,0.0,450000.0,0.0,450000.0,2026,2026,44021,Gent
gip-0205,Asset Management,Sporen,De Lijn,Spoorvernieuwing Kust - De Panne Esplanade - Adinkerkelaan,Spoorvernieuwing - Kust De Panne Esplanade - Adinkerkelaan,De Panne,0.0,40000.0,0.0,40000.0,2026,2026,38008,De Panne
gip-0206,Asset Management,Sporen,De Lijn,Spoorvernieuwing Kust - Knokke Arcadelaan,Spoorvernieuwing kust - Knokke Arcadelaan,Knokke,0.0,170000.0,0.0,170000.0,2026,2026,31043,Knokke-Heist
gip-0207,Asset Management,Sporen,De Lijn,Spoorvernieuwing Kust - Oostende - Middelkerke,Spoorvernieuwing Kust - Oostende - Middelkerke,Oostende,0.0,10000000.0,0.0,10000000.0,2026,2026,35013,Oostende
gip-0208,Asset Management,Sporen,De Lijn,Spoorvernieuwing Kust - Oostende-Northlaan,Spoorvernieuwing Kust - Oostende-Northlaan,Oostende,0.0,40000.0,0.0,40000.0,2026,2026,35013,Oostende
gip-0209,Asset Management,Sporen,De Lijn,Spoorvernieuwing Kust - tractiestations,Spoorvernieuwing kust - tractiestations,Kustgemeenten,0.0,270000.0,0.0,270000.0,2026,2026,,
gip-0210,Asset Management,Sporen,De Lijn,Spoorvernieuwing Kust - Zeebrugge-Nieuwe zeesluis,Spoorvernieuwing Kust - Zeebrugge-Nieuwe zeesluis,Zeebrugge,0.0,600000.0,0.0,600000.0,2026,2026,31005,Brugge
gip-0211,Asset Management,Sporen,De Lijn,Spoorvernieuwing Kust - Zuidspoor - Bredende-Oostende,Spoorvernieuwing Kust - Zuidspoor - Bredende-Oostende,Bredene,0.0,40000.0,0.0,40000.0,2026,2026,35002,Bredene
gip-0212,Asset Management,Sporen,De Lijn,Tractienet Antwerpen,tractienet Antwerpen,Antwerpen,0.0,450000.0,0.0,450000.0,2026,2026,11002,Antwerpen
gip-0213,Asset Management,Tunnels,Agentschap Wegen En Verkeer,Investeringen in tunnels,Deelrenovaties tunnels,Vlaanderen,0.0,34133851.0,0.0,34133851.0,2026,2026,,
gip-0214,Asset Management,Tunnels,Agentschap Wegen En Verkeer,Investeringen in tunnels,"Milieu en omgeving ifv tunnels,Onderhoud en kleine herstellingen,Instandhouding&uitbouw tunnelbewakings-&comm.syst.",Vlaanderen,0.0,4000000.0,0.0,4000000.0,2026,2026,,
gip-0215,Asset Management,Tunnels,Agentschap Wegen En Verkeer,Investeringen in tunnels,Renovatie en upgrade VC,Vlaanderen,0.0,4280000.0,0.0,4280000.0,2026,2026,,
gip-0216,Asset Management,Tunnels,Agentschap Wegen En Verkeer,Investeringen in tunnels,Waterzuivering tunnels,Vlaanderen,0.0,6742187.0,0.0,6742187.0,2026,2026,,
gip-0217,Asset Management,Tunnels,Agentschap Wegen En Verkeer,Pompstations inv,Nieuwe pompstations AWV/INV/BDG/50/B018,West-Vlaanderen,0.0,536399.0,0.0,536399.0,2026,2026,,
gip-0218,Asset Management,Tunnels,Agentschap Wegen En Verkeer,Pompstations inv,Nieuwe pompstations AWV/INV/BDG/50/B021,West-Vlaanderen,0.0,300000.0,0.0,300000.0,2026,2026,,
gip-0219,Asset Management,Tunnels,Agentschap Wegen En Verkeer,Pompstations inv,Nieuwe pompstations AWV/INV/BDG/50/B022,West-Vlaanderen,0.0,188000.0,0.0,188000.0,2026,2026,,
gip-0220,Asset Management,Tunnels,Agentschap Wegen En Verkeer,Pompstations inv,Renovatie pompstations Antwerpen,Antwerpen,0.0,223200.0,0.0,223200.0,2026,2026,11002,Antwerpen
gip-0221,Asset Management,Tunnels,Agentschap Wegen En Verkeer,Pompstations inv,Renovatie pompstations Limburg,Limburg,0.0,240000.0,0.0,240000.0,2026,2026,63046,Limburg
gip-0222,Asset Management,Tunnels,Agentschap Wegen En Verkeer,Pompstations inv,Renovatie pompstations Oost-Vlaanderen,Oost-Vlaanderen,0.0,206400.0,0.0,206400.0,2026,2026,,
gip-0223,Asset Management,Tunnels,Agentschap Wegen En Verkeer,Pompstations inv,Renovatie pompstations Vlaams-Brabant,Vlaams-Brabant,0.0,182400.0,0.0,182400.0,2026,2026,,
gip-0224,Asset Management,Tunnels,Agentschap Wegen En Verkeer,Pompstations inv,Renovatie pompstations West-Vlaanderen,West-Vlaanderen,0.0,348000.0,0.0,348000.0,2026,2026,,
gip-0225,Asset Management,Tunnels,Agentschap Wegen En Verkeer,Renovatie Beverentunnel,Totaalrenovaties tunnels,Beveren-Kruibeke-Zwijndrecht,0.0,20000000.0,0.0,20000000.0,2026,2026,11056;46013;46003,Zwijndrecht;Kruibeke;Beveren
gip-0226,Asset Management,Tunnels,Agentschap Wegen En Verkeer,Renovatie Leonardtunnel,Totaalrenovaties tunnels,Tervuren,0.0,3900000.0,0.0,3900000.0,2026,2026,24104,Tervuren
gip-0227,Asset Management,Tunnels,Agentschap Wegen En Verkeer,Renovatie Sint-Annatunnel,Dienstgebouw - bouwkundig en gebouwgebonden instal,Antwerpen,0.0,5440000.0,0.0,5440000.0,2026,2026,11002,Antwerpen
gip-0228,Asset Management,Tunnels,Agentschap Wegen En Verkeer,Tunnels Algemeen - Onderzoeken en studies,Studie tunnel,Vlaanderen,0.0,6650000.0,0.0,6650000.0,2026,2026,,
gip-0229,Asset Management,Tunnels,De Lijn,PMA Station Meir - Renovatie,PMA Station Meir - Renovatie,Antwerpen,0.0,30000.0,0.0,30000.0,2026,2026,11002,Antwerpen
gip-0230,Asset Management,Tunnels,De Lijn,Premetro Antwerpen - Opwaardering wanden,Premetro Antwerpen - Opwaardering wanden,Antwerpen,0.0,100000.0,0.0,100000.0,2026,2026,11002,Antwerpen
gip-0231,Asset Management,Tunnels,De Lijn,Premetro Antwerpen - Relighting tunnels,Premetro Antwerpen - Relighting tunnels,Antwerpen,0.0,750000.0,0.0,750000.0,2026,2026,11002,Antwerpen
gip-0232,Asset Management,Tunnels,De Lijn,Premetro Antwerpen - Station Plantin,Premetro Antwerpen - station Plantin,Antwerpen,0.0,30000.0,0.0,30000.0,2026,2026,11002,Antwerpen
gip-0233,Asset Management,Tunnels,De Lijn,Premetro Antwerpen - Tunnelrenovatie MiHi - Bus Buffer,Premetro Antwerpen - Tunnelrenovatie MiHi - Bus Buffer,Antwerpen,0.0,350000.0,0.0,350000.0,2026,2026,11002,Antwerpen
gip-0234,Asset Management,Tunnels,De Lijn,Premetro Antwerpen - Wayfinding,Premetro Antwerpen - Wayfinding studie,Antwerpen,0.0,76024.0,0.0,76024.0,2026,2026,11002,Antwerpen
gip-0235,Asset Management,Tunnels,De Lijn,Premetro Antwerpen Tunnelrenovatie,Premetro Antwerpen Tunnelrenovatie,Antwerpen,0.0,200000.0,0.0,200000.0,2026,2026,11002,Antwerpen
gip-0236,Asset Management,Tunnels,De Lijn,Premetroaanleg - Antwerpen - Station Groenplaats,Premetroaanleg - Antwerpen - Station Groenplaats - uitvoering,Antwerpen,0.0,15600000.0,0.0,15600000.0,2026,2026,11002,Antwerpen
gip-0237,Asset Management,Tunnels,De Lijn,Premetroaanleg - Antwerpen - Toegangspoortje premetro,Premetroaanleg - Antwerpen - Toegangspoortje premetro,Antwerpen,0.0,1850000.0,0.0,1850000.0,2026,2026,11002,Antwerpen
gip-0238,Asset Management,Waterwegen,De Vlaamse Waterweg,Ijzer - Herstellen halfverharding jaagpad in Poperinge-Stavele- Roesbrugge,Ijzer - Herstellen halfverharding jaagpad in Poperinge-Stavele- Roesbrugge,Poperinge-Stavele-Roesbrugge,0.0,500000.0,0.0,500000.0,2026,2026,33021,Poperinge
gip-0239,Asset Management,Waterwegen,De Vlaamse Waterweg,Kanaal Brussel Schelde - afwerken 10.000 tons vak,Ontsluiting van de Boulevardbrug tussen het Zeekanaal Brussel-Schelde en A12,Kanaal Brussel-Schelde,0.0,100000.0,0.0,100000.0,2026,2026,21004,Brussel
