period_end,period_year,period_month,period_label,period_short,study_detail,vacatures,source_file
2020-02-29,2020,2,februari 2020,Feb 2020,Lager onderwijs + 1e en 2e graad secundair,73,vacatures_eoy_since_2011_all-6.xlsx
2020-02-29,2020,2,februari 2020,Feb 2020,Master,78,vacatures_eoy_since_2011_all-6.xlsx
2020-02-29,2020,2,februari 2020,Feb 2020,Professionele bachelor,216,vacatures_eoy_since_2011_all-6.xlsx
2020-03-31,2020,3,maart 2020,Mrt 2020,3e en 4e gr. sec. beroeps,70,vacatures_eoy_since_2011_all-6.xlsx
2020-03-31,2020,3,maart 2020,Mrt 2020,3e graad sec. algemeen,8,vacatures_eoy_since_2011_all-6.xlsx
2020-03-31,2020,3,maart 2020,Mrt 2020,3e graad sec. kunst,1,vacatures_eoy_since_2011_all-6.xlsx
2020-03-31,2020,3,maart 2020,Mrt 2020,3e graad sec. niet gespecificeerd,112,vacatures_eoy_since_2011_all-6.xlsx
2020-03-31,2020,3,maart 2020,Mrt 2020,3e graad sec. technisch,226,vacatures_eoy_since_2011_all-6.xlsx
2020-03-31,2020,3,maart 2020,Mrt 2020,Academische bachelor,19,vacatures_eoy_since_2011_all-6.xlsx
2020-03-31,2020,3,maart 2020,Mrt 2020,Buitengewoon secundair,0,vacatures_eoy_since_2011_all-6.xlsx
2020-03-31,2020,3,maart 2020,Mrt 2020,Geen specifieke studievereiste,416,vacatures_eoy_since_2011_all-6.xlsx
2020-03-31,2020,3,maart 2020,Mrt 2020,Graduaat (HBO5),15,vacatures_eoy_since_2011_all-6.xlsx
2020-03-31,2020,3,maart 2020,Mrt 2020,Lager onderwijs + 1e en 2e graad secundair,49,vacatures_eoy_since_2011_all-6.xlsx
2020-03-31,2020,3,maart 2020,Mrt 2020,Master,44,vacatures_eoy_since_2011_all-6.xlsx
2020-03-31,2020,3,maart 2020,Mrt 2020,Professionele bachelor,101,vacatures_eoy_since_2011_all-6.xlsx
2020-04-30,2020,4,april 2020,Apr 2020,3e en 4e gr. sec. beroeps,94,vacatures_eoy_since_2011_all-6.xlsx
2020-04-30,2020,4,april 2020,Apr 2020,3e graad sec. algemeen,16,vacatures_eoy_since_2011_all-6.xlsx
2020-04-30,2020,4,april 2020,Apr 2020,3e graad sec. kunst,0,vacatures_eoy_since_2011_all-6.xlsx
2020-04-30,2020,4,april 2020,Apr 2020,3e graad sec. niet gespecificeerd,5,vacatures_eoy_since_2011_all-6.xlsx
2020-04-30,2020,4,april 2020,Apr 2020,3e graad sec. technisch,167,vacatures_eoy_since_2011_all-6.xlsx
2020-04-30,2020,4,april 2020,Apr 2020,Academische bachelor,10,vacatures_eoy_since_2011_all-6.xlsx
2020-04-30,2020,4,april 2020,Apr 2020,Buitengewoon secundair,0,vacatures_eoy_since_2011_all-6.xlsx
2020-04-30,2020,4,april 2020,Apr 2020,Geen specifieke studievereiste,386,vacatures_eoy_since_2011_all-6.xlsx
2020-04-30,2020,4,april 2020,Apr 2020,Graduaat (HBO5),8,vacatures_eoy_since_2011_all-6.xlsx
2020-04-30,2020,4,april 2020,Apr 2020,Lager onderwijs + 1e en 2e graad secundair,41,vacatures_eoy_since_2011_all-6.xlsx
2020-04-30,2020,4,april 2020,Apr 2020,Master,31,vacatures_eoy_since_2011_all-6.xlsx
2020-04-30,2020,4,april 2020,Apr 2020,Professionele bachelor,96,vacatures_eoy_since_2011_all-6.xlsx
2020-05-31,2020,5,mei 2020,Mei 2020,3e en 4e gr. sec. beroeps,147,vacatures_eoy_since_2011_all-6.xlsx
2020-05-31,2020,5,mei 2020,Mei 2020,3e graad sec. algemeen,13,vacatures_eoy_since_2011_all-6.xlsx
2020-05-31,2020,5,mei 2020,Mei 2020,3e graad sec. kunst,1,vacatures_eoy_since_2011_all-6.xlsx
2020-05-31,2020,5,mei 2020,Mei 2020,3e graad sec. niet gespecificeerd,10,vacatures_eoy_since_2011_all-6.xlsx
2020-05-31,2020,5,mei 2020,Mei 2020,3e graad sec. technisch,208,vacatures_eoy_since_2011_all-6.xlsx
2020-05-31,2020,5,mei 2020,Mei 2020,Academische bachelor,21,vacatures_eoy_since_2011_all-6.xlsx
2020-05-31,2020,5,mei 2020,Mei 2020,Buitengewoon secundair,2,vacatures_eoy_since_2011_all-6.xlsx
2020-05-31,2020,5,mei 2020,Mei 2020,Geen specifieke studievereiste,649,vacatures_eoy_since_2011_all-6.xlsx
2020-05-31,2020,5,mei 2020,Mei 2020,Graduaat (HBO5),13,vacatures_eoy_since_2011_all-6.xlsx
2020-05-31,2020,5,mei 2020,Mei 2020,Lager onderwijs + 1e en 2e graad secundair,80,vacatures_eoy_since_2011_all-6.xlsx
2020-05-31,2020,5,mei 2020,Mei 2020,Master,23,vacatures_eoy_since_2011_all-6.xlsx
2020-05-31,2020,5,mei 2020,Mei 2020,Professionele bachelor,137,vacatures_eoy_since_2011_all-6.xlsx
2020-06-30,2020,6,juni 2020,Jun 2020,3e en 4e gr. sec. beroeps,190,vacatures_eoy_since_2011_all-6.xlsx
2020-06-30,2020,6,juni 2020,Jun 2020,3e graad sec. algemeen,24,vacatures_eoy_since_2011_all-6.xlsx
2020-06-30,2020,6,juni 2020,Jun 2020,3e graad sec. kunst,1,vacatures_eoy_since_2011_all-6.xlsx
2020-06-30,2020,6,juni 2020,Jun 2020,3e graad sec. niet gespecificeerd,9,vacatures_eoy_since_2011_all-6.xlsx
2020-06-30,2020,6,juni 2020,Jun 2020,3e graad sec. technisch,283,vacatures_eoy_since_2011_all-6.xlsx
2020-06-30,2020,6,juni 2020,Jun 2020,Academische bachelor,27,vacatures_eoy_since_2011_all-6.xlsx
2020-06-30,2020,6,juni 2020,Jun 2020,Buitengewoon secundair,0,vacatures_eoy_since_2011_all-6.xlsx
2020-06-30,2020,6,juni 2020,Jun 2020,Geen specifieke studievereiste,670,vacatures_eoy_since_2011_all-6.xlsx
2020-06-30,2020,6,juni 2020,Jun 2020,Graduaat (HBO5),16,vacatures_eoy_since_2011_all-6.xlsx
2020-06-30,2020,6,juni 2020,Jun 2020,Lager onderwijs + 1e en 2e graad secundair,75,vacatures_eoy_since_2011_all-6.xlsx
2020-06-30,2020,6,juni 2020,Jun 2020,Master,42,vacatures_eoy_since_2011_all-6.xlsx
2020-06-30,2020,6,juni 2020,Jun 2020,Professionele bachelor,132,vacatures_eoy_since_2011_all-6.xlsx
2020-07-31,2020,7,juli 2020,Jul 2020,3e en 4e gr. sec. beroeps,123,vacatures_eoy_since_2011_all-6.xlsx
2020-07-31,2020,7,juli 2020,Jul 2020,3e graad sec. algemeen,8,vacatures_eoy_since_2011_all-6.xlsx
2020-07-31,2020,7,juli 2020,Jul 2020,3e graad sec. kunst,1,vacatures_eoy_since_2011_all-6.xlsx
2020-07-31,2020,7,juli 2020,Jul 2020,3e graad sec. niet gespecificeerd,6,vacatures_eoy_since_2011_all-6.xlsx
2020-07-31,2020,7,juli 2020,Jul 2020,3e graad sec. technisch,136,vacatures_eoy_since_2011_all-6.xlsx
2020-07-31,2020,7,juli 2020,Jul 2020,Academische bachelor,14,vacatures_eoy_since_2011_all-6.xlsx
2020-07-31,2020,7,juli 2020,Jul 2020,Buitengewoon secundair,0,vacatures_eoy_since_2011_all-6.xlsx
2020-07-31,2020,7,juli 2020,Jul 2020,Geen specifieke studievereiste,649,vacatures_eoy_since_2011_all-6.xlsx
2020-07-31,2020,7,juli 2020,Jul 2020,Graduaat (HBO5),8,vacatures_eoy_since_2011_all-6.xlsx
2020-07-31,2020,7,juli 2020,Jul 2020,Lager onderwijs + 1e en 2e graad secundair,24,vacatures_eoy_since_2011_all-6.xlsx
2020-07-31,2020,7,juli 2020,Jul 2020,Master,22,vacatures_eoy_since_2011_all-6.xlsx
2020-07-31,2020,7,juli 2020,Jul 2020,Professionele bachelor,73,vacatures_eoy_since_2011_all-6.xlsx
2020-08-31,2020,8,augustus 2020,Aug 2020,3e en 4e gr. sec. beroeps,213,vacatures_eoy_since_2011_all-6.xlsx
2020-08-31,2020,8,augustus 2020,Aug 2020,3e graad sec. algemeen,16,vacatures_eoy_since_2011_all-6.xlsx
2020-08-31,2020,8,augustus 2020,Aug 2020,3e graad sec. kunst,0,vacatures_eoy_since_2011_all-6.xlsx
2020-08-31,2020,8,augustus 2020,Aug 2020,3e graad sec. niet gespecificeerd,10,vacatures_eoy_since_2011_all-6.xlsx
2020-08-31,2020,8,augustus 2020,Aug 2020,3e graad sec. technisch,203,vacatures_eoy_since_2011_all-6.xlsx
2020-08-31,2020,8,augustus 2020,Aug 2020,Academische bachelor,19,vacatures_eoy_since_2011_all-6.xlsx
2020-08-31,2020,8,augustus 2020,Aug 2020,Buitengewoon secundair,1,vacatures_eoy_since_2011_all-6.xlsx
2020-08-31,2020,8,augustus 2020,Aug 2020,Geen specifieke studievereiste,769,vacatures_eoy_since_2011_all-6.xlsx
2020-08-31,2020,8,augustus 2020,Aug 2020,Graduaat (HBO5),10,vacatures_eoy_since_2011_all-6.xlsx
2020-08-31,2020,8,augustus 2020,Aug 2020,Lager onderwijs + 1e en 2e graad secundair,60,vacatures_eoy_since_2011_all-6.xlsx
2020-08-31,2020,8,augustus 2020,Aug 2020,Master,54,vacatures_eoy_since_2011_all-6.xlsx
2020-08-31,2020,8,augustus 2020,Aug 2020,Professionele bachelor,110,vacatures_eoy_since_2011_all-6.xlsx
2020-09-30,2020,9,september 2020,Sep 2020,3e en 4e gr. sec. beroeps,268,vacatures_eoy_since_2011_all-6.xlsx
2020-09-30,2020,9,september 2020,Sep 2020,3e graad sec. algemeen,18,vacatures_eoy_since_2011_all-6.xlsx
2020-09-30,2020,9,september 2020,Sep 2020,3e graad sec. kunst,0,vacatures_eoy_since_2011_all-6.xlsx
2020-09-30,2020,9,september 2020,Sep 2020,3e graad sec. niet gespecificeerd,38,vacatures_eoy_since_2011_all-6.xlsx
2020-09-30,2020,9,september 2020,Sep 2020,3e graad sec. technisch,332,vacatures_eoy_since_2011_all-6.xlsx
2020-09-30,2020,9,september 2020,Sep 2020,Academische bachelor,30,vacatures_eoy_since_2011_all-6.xlsx
2020-09-30,2020,9,september 2020,Sep 2020,Buitengewoon secundair,0,vacatures_eoy_since_2011_all-6.xlsx
2020-09-30,2020,9,september 2020,Sep 2020,Geen specifieke studievereiste,943,vacatures_eoy_since_2011_all-6.xlsx
2020-09-30,2020,9,september 2020,Sep 2020,Graduaat (HBO5),9,vacatures_eoy_since_2011_all-6.xlsx
2020-09-30,2020,9,september 2020,Sep 2020,Lager onderwijs + 1e en 2e graad secundair,92,vacatures_eoy_since_2011_all-6.xlsx
2020-09-30,2020,9,september 2020,Sep 2020,Master,55,vacatures_eoy_since_2011_all-6.xlsx
2020-09-30,2020,9,september 2020,Sep 2020,Professionele bachelor,120,vacatures_eoy_since_2011_all-6.xlsx
2020-10-31,2020,10,oktober 2020,Okt 2020,3e en 4e gr. sec. beroeps,195,vacatures_eoy_since_2011_all-6.xlsx
2020-10-31,2020,10,oktober 2020,Okt 2020,3e graad sec. algemeen,17,vacatures_eoy_since_2011_all-6.xlsx
2020-10-31,2020,10,oktober 2020,Okt 2020,3e graad sec. niet gespecificeerd,15,vacatures_eoy_since_2011_all-6.xlsx
2020-10-31,2020,10,oktober 2020,Okt 2020,3e graad sec. technisch,240,vacatures_eoy_since_2011_all-6.xlsx
2020-10-31,2020,10,oktober 2020,Okt 2020,Academische bachelor,26,vacatures_eoy_since_2011_all-6.xlsx
2020-10-31,2020,10,oktober 2020,Okt 2020,Geen specifieke studievereiste,885,vacatures_eoy_since_2011_all-6.xlsx
2020-10-31,2020,10,oktober 2020,Okt 2020,Graduaat (HBO5),13,vacatures_eoy_since_2011_all-6.xlsx
2020-10-31,2020,10,oktober 2020,Okt 2020,Lager onderwijs + 1e en 2e graad secundair,90,vacatures_eoy_since_2011_all-6.xlsx
2020-10-31,2020,10,oktober 2020,Okt 2020,Master,57,vacatures_eoy_since_2011_all-6.xlsx
2020-10-31,2020,10,oktober 2020,Okt 2020,Professionele bachelor,139,vacatures_eoy_since_2011_all-6.xlsx
2020-11-30,2020,11,november 2020,Nov 2020,3e en 4e gr. sec. beroeps,227,vacatures_eoy_since_2011_all-6.xlsx
2020-11-30,2020,11,november 2020,Nov 2020,3e graad sec. algemeen,55,vacatures_eoy_since_2011_all-6.xlsx
2020-11-30,2020,11,november 2020,Nov 2020,3e graad sec. kunst,1,vacatures_eoy_since_2011_all-6.xlsx
2020-11-30,2020,11,november 2020,Nov 2020,3e graad sec. niet gespecificeerd,7,vacatures_eoy_since_2011_all-6.xlsx
2020-11-30,2020,11,november 2020,Nov 2020,3e graad sec. technisch,320,vacatures_eoy_since_2011_all-6.xlsx
2020-11-30,2020,11,november 2020,Nov 2020,Academische bachelor,23,vacatures_eoy_since_2011_all-6.xlsx
2020-11-30,2020,11,november 2020,Nov 2020,Buitengewoon secundair,3,vacatures_eoy_since_2011_all-6.xlsx
2020-11-30,2020,11,november 2020,Nov 2020,Geen specifieke studievereiste,613,vacatures_eoy_since_2011_all-6.xlsx
2020-11-30,2020,11,november 2020,Nov 2020,Graduaat (HBO5),21,vacatures_eoy_since_2011_all-6.xlsx
2020-11-30,2020,11,november 2020,Nov 2020,Lager onderwijs + 1e en 2e graad secundair,54,vacatures_eoy_since_2011_all-6.xlsx
2020-11-30,2020,11,november 2020,Nov 2020,Master,73,vacatures_eoy_since_2011_all-6.xlsx
2020-11-30,2020,11,november 2020,Nov 2020,Professionele bachelor,131,vacatures_eoy_since_2011_all-6.xlsx
2020-12-31,2020,12,december 2020,Dec 2020,3e en 4e gr. sec. beroeps,209,vacatures_eoy_since_2011_all-6.xlsx
2020-12-31,2020,12,december 2020,Dec 2020,3e graad sec. algemeen,33,vacatures_eoy_since_2011_all-6.xlsx
2020-12-31,2020,12,december 2020,Dec 2020,3e graad sec. kunst,0,vacatures_eoy_since_2011_all-6.xlsx
2020-12-31,2020,12,december 2020,Dec 2020,3e graad sec. niet gespecificeerd,12,vacatures_eoy_since_2011_all-6.xlsx
2020-12-31,2020,12,december 2020,Dec 2020,3e graad sec. technisch,216,vacatures_eoy_since_2011_all-6.xlsx
2020-12-31,2020,12,december 2020,Dec 2020,Academische bachelor,19,vacatures_eoy_since_2011_all-6.xlsx
2020-12-31,2020,12,december 2020,Dec 2020,Buitengewoon secundair,1,vacatures_eoy_since_2011_all-6.xlsx
2020-12-31,2020,12,december 2020,Dec 2020,Geen specifieke studievereiste,483,vacatures_eoy_since_2011_all-6.xlsx
2020-12-31,2020,12,december 2020,Dec 2020,Graduaat (HBO5),15,vacatures_eoy_since_2011_all-6.xlsx
2020-12-31,2020,12,december 2020,Dec 2020,Lager onderwijs + 1e en 2e graad secundair,90,vacatures_eoy_since_2011_all-6.xlsx
2020-12-31,2020,12,december 2020,Dec 2020,Master,38,vacatures_eoy_since_2011_all-6.xlsx
2020-12-31,2020,12,december 2020,Dec 2020,Professionele bachelor,88,vacatures_eoy_since_2011_all-6.xlsx
2022-01-31,2022,1,januari 2022,Jan 2022,3e en 4e gr. sec. beroeps,207,vacatures_eoy_since_2011_all-5.xlsx
2022-01-31,2022,1,januari 2022,Jan 2022,3e graad sec. algemeen,41,vacatures_eoy_since_2011_all-5.xlsx
2022-01-31,2022,1,januari 2022,Jan 2022,3e graad sec. niet gespecificeerd,20,vacatures_eoy_since_2011_all-5.xlsx
2022-01-31,2022,1,januari 2022,Jan 2022,3e graad sec. technisch,339,vacatures_eoy_since_2011_all-5.xlsx
2022-01-31,2022,1,januari 2022,Jan 2022,Academische bachelor,37,vacatures_eoy_since_2011_all-5.xlsx
2022-01-31,2022,1,januari 2022,Jan 2022,Buitengewoon secundair,0,vacatures_eoy_since_2011_all-5.xlsx
2022-01-31,2022,1,januari 2022,Jan 2022,Geen specifieke studievereiste,914,vacatures_eoy_since_2011_all-5.xlsx
2022-01-31,2022,1,januari 2022,Jan 2022,Graduaat (HBO5),31,vacatures_eoy_since_2011_all-5.xlsx
2022-01-31,2022,1,januari 2022,Jan 2022,Lager onderwijs + 1e en 2e graad secundair,109,vacatures_eoy_since_2011_all-5.xlsx
2022-01-31,2022,1,januari 2022,Jan 2022,Master,57,vacatures_eoy_since_2011_all-5.xlsx
2022-01-31,2022,1,januari 2022,Jan 2022,Professionele bachelor,159,vacatures_eoy_since_2011_all-5.xlsx
2022-02-28,2022,2,februari 2022,Feb 2022,3e en 4e gr. sec. beroeps,263,vacatures_eoy_since_2011_all-5.xlsx
2022-02-28,2022,2,februari 2022,Feb 2022,3e graad sec. algemeen,27,vacatures_eoy_since_2011_all-5.xlsx
2022-02-28,2022,2,februari 2022,Feb 2022,3e graad sec. kunst,1,vacatures_eoy_since_2011_all-5.xlsx
2022-02-28,2022,2,februari 2022,Feb 2022,3e graad sec. niet gespecificeerd,19,vacatures_eoy_since_2011_all-5.xlsx
2022-02-28,2022,2,februari 2022,Feb 2022,3e graad sec. technisch,343,vacatures_eoy_since_2011_all-5.xlsx
2022-02-28,2022,2,februari 2022,Feb 2022,Academische bachelor,32,vacatures_eoy_since_2011_all-5.xlsx
2022-02-28,2022,2,februari 2022,Feb 2022,Buitengewoon secundair,0,vacatures_eoy_since_2011_all-5.xlsx
2022-02-28,2022,2,februari 2022,Feb 2022,Geen specifieke studievereiste,1012,vacatures_eoy_since_2011_all-5.xlsx
2022-02-28,2022,2,februari 2022,Feb 2022,Graduaat (HBO5),47,vacatures_eoy_since_2011_all-5.xlsx
2022-02-28,2022,2,februari 2022,Feb 2022,Lager onderwijs + 1e en 2e graad secundair,119,vacatures_eoy_since_2011_all-5.xlsx
2022-02-28,2022,2,februari 2022,Feb 2022,Master,110,vacatures_eoy_since_2011_all-5.xlsx
2022-02-28,2022,2,februari 2022,Feb 2022,Professionele bachelor,181,vacatures_eoy_since_2011_all-5.xlsx
2022-03-31,2022,3,maart 2022,Mrt 2022,3e en 4e gr. sec. beroeps,212,vacatures_eoy_since_2011_all-5.xlsx
2022-03-31,2022,3,maart 2022,Mrt 2022,3e graad sec. algemeen,29,vacatures_eoy_since_2011_all-5.xlsx
2022-03-31,2022,3,maart 2022,Mrt 2022,3e graad sec. kunst,1,vacatures_eoy_since_2011_all-5.xlsx
2022-03-31,2022,3,maart 2022,Mrt 2022,3e graad sec. niet gespecificeerd,8,vacatures_eoy_since_2011_all-5.xlsx
2022-03-31,2022,3,maart 2022,Mrt 2022,3e graad sec. technisch,392,vacatures_eoy_since_2011_all-5.xlsx
2022-03-31,2022,3,maart 2022,Mrt 2022,Academische bachelor,46,vacatures_eoy_since_2011_all-5.xlsx
2022-03-31,2022,3,maart 2022,Mrt 2022,Buitengewoon secundair,3,vacatures_eoy_since_2011_all-5.xlsx
2022-03-31,2022,3,maart 2022,Mrt 2022,Geen specifieke studievereiste,1031,vacatures_eoy_since_2011_all-5.xlsx
2022-03-31,2022,3,maart 2022,Mrt 2022,Graduaat (HBO5),40,vacatures_eoy_since_2011_all-5.xlsx
2022-03-31,2022,3,maart 2022,Mrt 2022,Lager onderwijs + 1e en 2e graad secundair,80,vacatures_eoy_since_2011_all-5.xlsx
2022-03-31,2022,3,maart 2022,Mrt 2022,Master,82,vacatures_eoy_since_2011_all-5.xlsx
2022-03-31,2022,3,maart 2022,Mrt 2022,Professionele bachelor,160,vacatures_eoy_since_2011_all-5.xlsx
2022-04-30,2022,4,april 2022,Apr 2022,3e en 4e gr. sec. beroeps,112,vacatures_eoy_since_2011_all-5.xlsx
2022-04-30,2022,4,april 2022,Apr 2022,3e graad sec. algemeen,25,vacatures_eoy_since_2011_all-5.xlsx
2022-04-30,2022,4,april 2022,Apr 2022,3e graad sec. kunst,1,vacatures_eoy_since_2011_all-5.xlsx
2022-04-30,2022,4,april 2022,Apr 2022,3e graad sec. niet gespecificeerd,6,vacatures_eoy_since_2011_all-5.xlsx
2022-04-30,2022,4,april 2022,Apr 2022,3e graad sec. technisch,223,vacatures_eoy_since_2011_all-5.xlsx
2022-04-30,2022,4,april 2022,Apr 2022,Academische bachelor,35,vacatures_eoy_since_2011_all-5.xlsx
2022-04-30,2022,4,april 2022,Apr 2022,Buitengewoon secundair,0,vacatures_eoy_since_2011_all-5.xlsx
2022-04-30,2022,4,april 2022,Apr 2022,Geen specifieke studievereiste,1217,vacatures_eoy_since_2011_all-5.xlsx
2022-04-30,2022,4,april 2022,Apr 2022,Graduaat (HBO5),27,vacatures_eoy_since_2011_all-5.xlsx
2022-04-30,2022,4,april 2022,Apr 2022,Lager onderwijs + 1e en 2e graad secundair,71,vacatures_eoy_since_2011_all-5.xlsx
2022-04-30,2022,4,april 2022,Apr 2022,Master,51,vacatures_eoy_since_2011_all-5.xlsx
2022-04-30,2022,4,april 2022,Apr 2022,Professionele bachelor,138,vacatures_eoy_since_2011_all-5.xlsx
2022-05-31,2022,5,mei 2022,Mei 2022,3e en 4e gr. sec. beroeps,241,vacatures_eoy_since_2011_all-5.xlsx
2022-05-31,2022,5,mei 2022,Mei 2022,3e graad sec. algemeen,49,vacatures_eoy_since_2011_all-5.xlsx
2022-05-31,2022,5,mei 2022,Mei 2022,3e graad sec. kunst,2,vacatures_eoy_since_2011_all-5.xlsx
2022-05-31,2022,5,mei 2022,Mei 2022,3e graad sec. niet gespecificeerd,14,vacatures_eoy_since_2011_all-5.xlsx
2022-05-31,2022,5,mei 2022,Mei 2022,3e graad sec. technisch,454,vacatures_eoy_since_2011_all-5.xlsx
2022-05-31,2022,5,mei 2022,Mei 2022,Academische bachelor,50,vacatures_eoy_since_2011_all-5.xlsx
2022-05-31,2022,5,mei 2022,Mei 2022,Buitengewoon secundair,0,vacatures_eoy_since_2011_all-5.xlsx
2022-05-31,2022,5,mei 2022,Mei 2022,Geen specifieke studievereiste,1990,vacatures_eoy_since_2011_all-5.xlsx
2022-05-31,2022,5,mei 2022,Mei 2022,Graduaat (HBO5),25,vacatures_eoy_since_2011_all-5.xlsx
2022-05-31,2022,5,mei 2022,Mei 2022,Lager onderwijs + 1e en 2e graad secundair,73,vacatures_eoy_since_2011_all-5.xlsx
2022-05-31,2022,5,mei 2022,Mei 2022,Master,73,vacatures_eoy_since_2011_all-5.xlsx
2022-05-31,2022,5,mei 2022,Mei 2022,Professionele bachelor,210,vacatures_eoy_since_2011_all-5.xlsx
2022-06-30,2022,6,juni 2022,Jun 2022,3e en 4e gr. sec. beroeps,231,vacatures_eoy_since_2011_all-5.xlsx
2022-06-30,2022,6,juni 2022,Jun 2022,3e graad sec. algemeen,54,vacatures_eoy_since_2011_all-5.xlsx
2022-06-30,2022,6,juni 2022,Jun 2022,3e graad sec. kunst,1,vacatures_eoy_since_2011_all-5.xlsx
2022-06-30,2022,6,juni 2022,Jun 2022,3e graad sec. niet gespecificeerd,8,vacatures_eoy_since_2011_all-5.xlsx
2022-06-30,2022,6,juni 2022,Jun 2022,3e graad sec. technisch,303,vacatures_eoy_since_2011_all-5.xlsx
2022-06-30,2022,6,juni 2022,Jun 2022,Academische bachelor,39,vacatures_eoy_since_2011_all-5.xlsx
2022-06-30,2022,6,juni 2022,Jun 2022,Buitengewoon secundair,4,vacatures_eoy_since_2011_all-5.xlsx
2022-06-30,2022,6,juni 2022,Jun 2022,Geen specifieke studievereiste,1346,vacatures_eoy_since_2011_all-5.xlsx
2022-06-30,2022,6,juni 2022,Jun 2022,Graduaat (HBO5),38,vacatures_eoy_since_2011_all-5.xlsx
2022-06-30,2022,6,juni 2022,Jun 2022,Lager onderwijs + 1e en 2e graad secundair,112,vacatures_eoy_since_2011_all-5.xlsx
2022-06-30,2022,6,juni 2022,Jun 2022,Master,68,vacatures_eoy_since_2011_all-5.xlsx
2022-06-30,2022,6,juni 2022,Jun 2022,Professionele bachelor,207,vacatures_eoy_since_2011_all-5.xlsx
2022-07-31,2022,7,juli 2022,Jul 2022,3e en 4e gr. sec. beroeps,167,vacatures_eoy_since_2011_all-5.xlsx
2022-07-31,2022,7,juli 2022,Jul 2022,3e graad sec. algemeen,20,vacatures_eoy_since_2011_all-5.xlsx
2022-07-31,2022,7,juli 2022,Jul 2022,3e graad sec. kunst,2,vacatures_eoy_since_2011_all-5.xlsx
2022-07-31,2022,7,juli 2022,Jul 2022,3e graad sec. niet gespecificeerd,5,vacatures_eoy_since_2011_all-5.xlsx
2022-07-31,2022,7,juli 2022,Jul 2022,3e graad sec. technisch,251,vacatures_eoy_since_2011_all-5.xlsx
2022-07-31,2022,7,juli 2022,Jul 2022,Academische bachelor,39,vacatures_eoy_since_2011_all-5.xlsx
2022-07-31,2022,7,juli 2022,Jul 2022,Buitengewoon secundair,2,vacatures_eoy_since_2011_all-5.xlsx
2022-07-31,2022,7,juli 2022,Jul 2022,Geen specifieke studievereiste,954,vacatures_eoy_since_2011_all-5.xlsx
2022-07-31,2022,7,juli 2022,Jul 2022,Graduaat (HBO5),22,vacatures_eoy_since_2011_all-5.xlsx
2022-07-31,2022,7,juli 2022,Jul 2022,Lager onderwijs + 1e en 2e graad secundair,63,vacatures_eoy_since_2011_all-5.xlsx
2022-07-31,2022,7,juli 2022,Jul 2022,Master,46,vacatures_eoy_since_2011_all-5.xlsx
2022-07-31,2022,7,juli 2022,Jul 2022,Professionele bachelor,109,vacatures_eoy_since_2011_all-5.xlsx
2022-08-31,2022,8,augustus 2022,Aug 2022,3e en 4e gr. sec. beroeps,273,vacatures_eoy_since_2011_all-5.xlsx
2022-08-31,2022,8,augustus 2022,Aug 2022,3e graad sec. algemeen,119,vacatures_eoy_since_2011_all-5.xlsx
2022-08-31,2022,8,augustus 2022,Aug 2022,3e graad sec. kunst,1,vacatures_eoy_since_2011_all-5.xlsx
2022-08-31,2022,8,augustus 2022,Aug 2022,3e graad sec. niet gespecificeerd,10,vacatures_eoy_since_2011_all-5.xlsx
2022-08-31,2022,8,augustus 2022,Aug 2022,3e graad sec. technisch,260,vacatures_eoy_since_2011_all-5.xlsx
2022-08-31,2022,8,augustus 2022,Aug 2022,Academische bachelor,67,vacatures_eoy_since_2011_all-5.xlsx
2022-08-31,2022,8,augustus 2022,Aug 2022,Buitengewoon secundair,7,vacatures_eoy_since_2011_all-5.xlsx
2022-08-31,2022,8,augustus 2022,Aug 2022,Geen specifieke studievereiste,973,vacatures_eoy_since_2011_all-5.xlsx
2022-08-31,2022,8,augustus 2022,Aug 2022,Graduaat (HBO5),26,vacatures_eoy_since_2011_all-5.xlsx
2022-08-31,2022,8,augustus 2022,Aug 2022,Lager onderwijs + 1e en 2e graad secundair,74,vacatures_eoy_since_2011_all-5.xlsx
2022-08-31,2022,8,augustus 2022,Aug 2022,Master,72,vacatures_eoy_since_2011_all-5.xlsx
2022-08-31,2022,8,augustus 2022,Aug 2022,Professionele bachelor,188,vacatures_eoy_since_2011_all-5.xlsx
2022-09-30,2022,9,september 2022,Sep 2022,3e en 4e gr. sec. beroeps,224,vacatures_eoy_since_2011_all-5.xlsx
2022-09-30,2022,9,september 2022,Sep 2022,3e graad sec. algemeen,25,vacatures_eoy_since_2011_all-5.xlsx
2022-09-30,2022,9,september 2022,Sep 2022,3e graad sec. kunst,3,vacatures_eoy_since_2011_all-5.xlsx
2022-09-30,2022,9,september 2022,Sep 2022,3e graad sec. niet gespecificeerd,21,vacatures_eoy_since_2011_all-5.xlsx
2022-09-30,2022,9,september 2022,Sep 2022,3e graad sec. technisch,288,vacatures_eoy_since_2011_all-5.xlsx
2022-09-30,2022,9,september 2022,Sep 2022,Academische bachelor,63,vacatures_eoy_since_2011_all-5.xlsx
2022-09-30,2022,9,september 2022,Sep 2022,Buitengewoon secundair,3,vacatures_eoy_since_2011_all-5.xlsx
2022-09-30,2022,9,september 2022,Sep 2022,Geen specifieke studievereiste,1282,vacatures_eoy_since_2011_all-5.xlsx
